Слово,"Частота встречи, раз",Частота встречаемости в %
вольтеровское,1,0.00017085810063883846
обложенном,1,0.00017085810063883846
вверху,6,0.0010251486038330307
снежно,1,0.00017085810063883846
смятыми,1,0.00017085810063883846
перемененными,1,0.00017085810063883846
подушками,6,0.0010251486038330307
укрытая,1,0.00017085810063883846
пояса,2,0.0003417162012776769
зеленым,5,0.0008542905031941922
одеялом,9,0.001537722905749546
знакомая,5,0.0008542905031941922
величественная,4,0.0006834324025553538
седою,5,0.0008542905031941922
гривой,3,0.0005125743019165154
напоминавших,1,0.00017085810063883846
широким,7,0.001196006704471869
лбом,6,0.0010251486038330307
характерно,1,0.00017085810063883846
благородными,1,0.00017085810063883846
крупными,5,0.0008542905031941922
морщинами,6,0.0010251486038330307
красивом,6,0.0010251486038330307
желтом,3,0.0005125743019165154
лежал,59,0.010080627937691468
толстые,3,0.0005125743019165154
простаны,1,0.00017085810063883846
одеяла,5,0.0008542905031941922
полчаса,18,0.003075445811499092
милосердие,6,0.0010251486038330307
божие,3,0.0005125743019165154
неисчерпаемо,1,0.00017085810063883846
соборование,2,0.0003417162012776769
начнется,4,0.0006834324025553538
правую,13,0.0022211553083048997
указательным,1,0.00017085810063883846
вставлена,1,0.00017085810063883846
восковая,1,0.00017085810063883846
свеча,6,0.0010251486038330307
придерживал,1,0.00017085810063883846
креслом,1,0.00017085810063883846
величественных,1,0.00017085810063883846
блестящих,17,0.0029045877108602536
одеждах,3,0.0005125743019165154
выпростанными,2,0.0003417162012776769
волосами,32,0.005467459220442831
зажженными,2,0.0003417162012776769
свечами,7,0.001196006704471869
служили,6,0.0010251486038330307
позади,51,0.00871376313258076
злобным,4,0.0006834324025553538
икон,1,0.00017085810063883846
отвечает,12,0.0020502972076660614
оглянется,2,0.0003417162012776769
печалью,2,0.0003417162012776769
всепрощением,1,0.00017085810063883846
резным,1,0.00017085810063883846
бархатным,1,0.00017085810063883846
стулом,2,0.0003417162012776769
поворотил,5,0.0008542905031941922
спинкой,4,0.0006834324025553538
левую,11,0.0018794391070272227
свечой,2,0.0003417162012776769
крестился,3,0.0005125743019165154
приставлял,2,0.0003417162012776769
персты,1,0.00017085810063883846
лбу,15,0.002562871509582576
спокойную,3,0.0005125743019165154
набожность,1,0.00017085810063883846
воле,40,0.006834324025553538
божией,4,0.0006834324025553538
чувств,15,0.002562871509582576
говорило,26,0.004442310616609799
мужская,2,0.0003417162012776769
разделились,2,0.0003417162012776769
молчало,1,0.00017085810063883846
крестилось,1,0.00017085810063883846
слышны,26,0.004442310616609799
церковное,5,0.0008542905031941922
сдержанное,1,0.00017085810063883846
густое,1,0.00017085810063883846
басовое,1,0.00017085810063883846
пение,12,0.0020502972076660614
перестановка,1,0.00017085810063883846
вздохи,6,0.0010251486038330307
делает,55,0.009397195535136115
свечу,6,0.0010251486038330307
зажег,3,0.0005125743019165154
развлеченный,1,0.00017085810063883846
наблюдениями,4,0.0006834324025553538
окружающими,5,0.0008542905031941922
креститься,5,0.0008542905031941922
смешливая,1,0.00017085810063883846
софи,5,0.0008542905031941922
родинкою,1,0.00017085810063883846
открывала,3,0.0005125743019165154
глядеть,10,0.0017085810063883844
удержаться,25,0.004271452515970961
избежание,4,0.0006834324025553538
искушений,3,0.0005125743019165154
колонну,11,0.0018794391070272227
духовенства,1,0.00017085810063883846
державший,4,0.0006834324025553538
дамам,7,0.001196006704471869
выступила,5,0.0008542905031941922
нагнувшись,8,0.0013668648051107077
поманила,2,0.0003417162012776769
зажженной,1,0.00017085810063883846
свечи,17,0.0029045877108602536
прислонившись,4,0.0006834324025553538
колонне,5,0.0008542905031941922
почтительной,3,0.0005125743019165154
иностранца,1,0.00017085810063883846
совершающегося,14,0.002392013408943738
обряда,3,0.0005125743019165154
одобряет,1,0.00017085810063883846
неслышными,4,0.0006834324025553538
зеленого,4,0.0006834324025553538
отвернувшись,7,0.001196006704471869
щупать,1,0.00017085810063883846
пульс,6,0.0010251486038330307
дали,28,0.004784026817887476
выпить,8,0.0013668648051107077
расступились,2,0.0003417162012776769
богослужение,1,0.00017085810063883846
возобновилось,1,0.00017085810063883846
перерыва,2,0.0003417162012776769
спинки,1,0.00017085810063883846
понимают,10,0.0017085810063883844
пройдя,18,0.003075445811499092
присоединился,15,0.002562871509582576
глубь,16,0.0027337296102214153
спальни,5,0.0008542905031941922
скрылись,11,0.0018794391070272227
концом,2,0.0003417162012776769
возвратились,2,0.0003417162012776769
обратил,15,0.002562871509582576
обстоятельство,6,0.0010251486038330307
решив,8,0.0013668648051107077
уме,9,0.001537722905749546
совершалось,10,0.0017085810063883844
церковного,1,0.00017085810063883846
пения,9,0.001537722905749546
прекратились,3,0.0005125743019165154
поздравляло,1,0.00017085810063883846
принятием,1,0.00017085810063883846
таинства,12,0.0020502972076660614
безжизненно,4,0.0006834324025553538
шопоты,1,0.00017085810063883846
шопот,12,0.0020502972076660614
выдавался,1,0.00017085810063883846
перенести,10,0.0017085810063883844
обступили,4,0.0006834324025553538
слуги,9,0.001537722905749546
желтой,1,0.00017085810063883846
догадался,3,0.0005125743019165154
осторожному,1,0.00017085810063883846
движению,17,0.0029045877108602536
обступивших,1,0.00017085810063883846
поднимали,5,0.0008542905031941922
переносили,2,0.0003417162012776769
держись,4,0.0006834324025553538
уронишь,1,0.00017085810063883846
испуганный,15,0.002562871509582576
слуг,6,0.0010251486038330307
тяжелые,10,0.0017085810063883844
дыхания,1,0.00017085810063883846
переступанья,1,0.00017085810063883846
торопливее,1,0.00017085810063883846
тяжесть,12,0.0020502972076660614
несли,7,0.001196006704471869
несущие,1,0.00017085810063883846
поровнялись,2,0.0003417162012776769
спин,6,0.0010251486038330307
затылков,1,0.00017085810063883846
показалась,30,0.005125743019165152
жирная,2,0.0003417162012776769
открытая,2,0.0003417162012776769
тучные,2,0.0003417162012776769
приподнятые,1,0.00017085810063883846
державшими,1,0.00017085810063883846
мышки,2,0.0003417162012776769
седая,4,0.0006834324025553538
львиная,1,0.00017085810063883846
необычайно,9,0.001537722905749546
скулами,2,0.0003417162012776769
красивым,11,0.0018794391070272227
чувственным,1,0.00017085810063883846
величественным,4,0.0006834324025553538
обезображена,1,0.00017085810063883846
близостью,4,0.0006834324025553538
какою,36,0.006150891622998184
беспомощно,4,0.0006834324025553538
покачивалась,1,0.00017085810063883846
неровных,1,0.00017085810063883846
несущих,2,0.0003417162012776769
холодный,18,0.003075445811499092
безучастный,1,0.00017085810063883846
суетни,1,0.00017085810063883846
несшие,1,0.00017085810063883846
разошлись,7,0.001196006704471869
дотронулась,7,0.001196006704471869
праздничной,1,0.00017085810063883846
имевшей,2,0.0003417162012776769
отношение,45,0.00768861452874773
совершенному,3,0.0005125743019165154
таинству,1,0.00017085810063883846
опираясь,4,0.0006834324025553538
подушки,14,0.002392013408943738
выложены,1,0.00017085810063883846
зеленом,3,0.0005125743019165154
шелковом,6,0.0010251486038330307
одеяле,3,0.0005125743019165154
ладонями,1,0.00017085810063883846
смысл,38,0.00649260782427586
покуда,2,0.0003417162012776769
многое,22,0.0037588782140544454
торопливый,1,0.00017085810063883846
посылая,2,0.0003417162012776769
воздушный,5,0.0008542905031941922
поцелуй,9,0.001537722905749546
старательно,32,0.005467459220442831
вытягивая,2,0.0003417162012776769
шею,21,0.003588020113415607
зацепить,3,0.0005125743019165154
одеяло,5,0.0008542905031941922
приложился,2,0.0003417162012776769
ширококостной,1,0.00017085810063883846
мясистой,1,0.00017085810063883846
