Слово,"Частота встречи, раз",Частота встречаемости в %
гармониею,1,0.00017085810063883846
страстной,4,0.0006834324025553538
зовет,5,0.0008542905031941922
рай,1,0.00017085810063883846
настанет,1,0.00017085810063883846
доживет,2,0.0003417162012776769
допел,2,0.0003417162012776769
последних,29,0.004954884918526315
приготовилась,3,0.0005125743019165154
танцам,4,0.0006834324025553538
застучали,5,0.0008542905031941922
закашляли,3,0.0005125743019165154
музыканты,6,0.0010251486038330307
приезжим,2,0.0003417162012776769
завел,3,0.0005125743019165154
скучный,1,0.00017085810063883846
политический,9,0.001537722905749546
подойдя,23,0.003929736314693284
танцовать,23,0.003929736314693284
спутать,1,0.00017085810063883846
фигуры,21,0.003588020113415607
моим,14,0.002392013408943738
учителем,2,0.0003417162012776769
толстую,3,0.0005125743019165154
низко,18,0.003075445811499092
опуская,11,0.0018794391070272227
тоненькой,2,0.0003417162012776769
девочке,5,0.0008542905031941922
расстанавливались,2,0.0003417162012776769
строили,4,0.0006834324025553538
дамой,9,0.001537722905749546
счастлива,28,0.004784026817887476
танцовала,7,0.001196006704471869
приехавшим,2,0.0003417162012776769
разговаривала,8,0.0013668648051107077
веер,2,0.0003417162012776769
подержать,2,0.0003417162012776769
барышня,26,0.004442310616609799
приняв,10,0.0017085810063883844
позу,5,0.0008542905031941922
научилась,1,0.00017085810063883846
обмахиваясь,1,0.00017085810063883846
кавалером,3,0.0005125743019165154
старая,37,0.006321749723637022
охота,11,0.0018794391070272227
удивительного,4,0.0006834324025553538
экосеза,3,0.0005125743019165154
играли,14,0.002392013408943738
почетных,1,0.00017085810063883846
старички,8,0.0013668648051107077
потягиваясь,2,0.0003417162012776769
сиденья,3,0.0005125743019165154
укладывая,1,0.00017085810063883846
карманы,4,0.0006834324025553538
бумажники,1,0.00017085810063883846
кошельки,1,0.00017085810063883846
шутливою,2,0.0003417162012776769
вежливостью,1,0.00017085810063883846
балетному,1,0.00017085810063883846
округленную,2,0.0003417162012776769
марье,102,0.01742752626516152
дмитриевне,9,0.001537722905749546
выпрямился,2,0.0003417162012776769
озарилось,1,0.00017085810063883846
дотанцовали,1,0.00017085810063883846
фигуру,20,0.003417162012776769
ударил,22,0.0037588782140544454
ладоши,3,0.0005125743019165154
музыкантам,2,0.0003417162012776769
хоры,1,0.00017085810063883846
скрипке,1,0.00017085810063883846
семен,10,0.0017085810063883844
данилу,3,0.0005125743019165154
купора,4,0.0006834324025553538
танец,6,0.0010251486038330307
танцованный,1,0.00017085810063883846
давило,2,0.0003417162012776769
купор,2,0.0003417162012776769
англеза,1,0.00017085810063883846
танцует,9,0.001537722905749546
коленам,1,0.00017085810063883846
кудрявую,2,0.0003417162012776769
головку,2,0.0003417162012776769
заливаясь,1,0.00017085810063883846
звонким,4,0.0006834324025553538
улыбкою,9,0.001537722905749546
смотрело,3,0.0005125743019165154
старичка,10,0.0017085810063883844
сановитою,1,0.00017085810063883846
бывшею,2,0.0003417162012776769
округлял,1,0.00017085810063883846
такт,17,0.0029045877108602536
потряхивая,3,0.0005125743019165154
ими,32,0.005467459220442831
расправлял,4,0.0006834324025553538
вывертывал,1,0.00017085810063883846
притопывая,2,0.0003417162012776769
распускавшеюся,1,0.00017085810063883846
круглом,1,0.00017085810063883846
приготовлял,2,0.0003417162012776769
зрителей,4,0.0006834324025553538
веселые,18,0.003075445811499092
вызывающие,2,0.0003417162012776769
данилы,12,0.0020502972076660614
похожие,3,0.0005125743019165154
развеселого,1,0.00017085810063883846
трепачка,1,0.00017085810063883846
заставились,1,0.00017085810063883846
мужскими,1,0.00017085810063883846
женскими,2,0.0003417162012776769
улыбающимися,2,0.0003417162012776769
дворовых,16,0.0027337296102214153
вышедших,3,0.0005125743019165154
посмотреть,32,0.005467459220442831
веселящегося,1,0.00017085810063883846
барина,30,0.005125743019165152
орел,5,0.0008542905031941922
няня,23,0.003929736314693284
умела,10,0.0017085810063883844
стояло,21,0.003588020113415607
мощными,1,0.00017085810063883846
передала,7,0.001196006704471869
танцовало,1,0.00017085810063883846
круглой,3,0.0005125743019165154
лишь,8,0.0013668648051107077
улыбающемся,1,0.00017085810063883846
вздергивающемся,1,0.00017085810063883846
носе,1,0.00017085810063883846
зато,5,0.0008542905031941922
расходясь,1,0.00017085810063883846
пленял,1,0.00017085810063883846
неожиданностью,1,0.00017085810063883846
ловких,2,0.0003417162012776769
выверток,2,0.0003417162012776769
легких,5,0.0008542905031941922
прыжков,2,0.0003417162012776769
мягких,4,0.0006834324025553538
малейшим,2,0.0003417162012776769
усердием,3,0.0005125743019165154
движении,28,0.004784026817887476
округлении,1,0.00017085810063883846
поворотах,1,0.00017085810063883846
притопываньях,1,0.00017085810063883846
производила,4,0.0006834324025553538
меньшее,5,0.0008542905031941922
заслуге,2,0.0003417162012776769
ценил,3,0.0005125743019165154
всякий,77,0.01315607374919056
тучности,1,0.00017085810063883846
всегдашней,1,0.00017085810063883846
суровости,2,0.0003417162012776769
пляска,2,0.0003417162012776769
оживлялась,3,0.0005125743019165154
визави,1,0.00017085810063883846
занято,5,0.0008542905031941922
марьею,3,0.0005125743019165154
дергала,2,0.0003417162012776769
присутствовавших,4,0.0006834324025553538
спускали,2,0.0003417162012776769
танцующих,3,0.0005125743019165154
требовала,12,0.0020502972076660614
папеньку,1,0.00017085810063883846
промежутках,4,0.0006834324025553538
танца,3,0.0005125743019165154
дух,25,0.004271452515970961
лише,3,0.0005125743019165154
развертывался,1,0.00017085810063883846
цыпочках,26,0.004442310616609799
каблуках,4,0.0006834324025553538
носясь,1,0.00017085810063883846
мягкую,2,0.0003417162012776769
ногу,59,0.010080627937691468
склонив,6,0.0010251486038330307
вспотевшую,1,0.00017085810063883846
улыбающимся,6,0.0010251486038330307
округло,1,0.00017085810063883846
размахнув,2,0.0003417162012776769
правою,7,0.001196006704471869
рукою,29,0.004954884918526315
грохота,1,0.00017085810063883846
рукоплесканий,1,0.00017085810063883846
хохота,4,0.0006834324025553538
танцующие,2,0.0003417162012776769
дыхание,16,0.0027337296102214153
утираясь,2,0.0003417162012776769
батистовыми,1,0.00017085810063883846
платками,6,0.0010251486038330307
танцовали,10,0.0017085810063883844
ай,10,0.0017085810063883844
данила,4,0.0006834324025553538
продолжительно,6,0.0010251486038330307
засучивая,3,0.0005125743019165154
шестой,10,0.0017085810063883844
англез,1,0.00017085810063883846
усталости,15,0.002562871509582576
фальшививших,1,0.00017085810063883846
музыкантов,1,0.00017085810063883846
усталые,2,0.0003417162012776769
повара,9,0.001537722905749546
готовили,4,0.0006834324025553538
безуховым,11,0.0018794391070272227
удар,24,0.004100594415332123
объявили,5,0.0008542905031941922
выздоровлению,1,0.00017085810063883846
больному,11,0.0018794391070272227
дана,6,0.0010251486038330307
глухая,1,0.00017085810063883846
исповедь,4,0.0006834324025553538
причастие,2,0.0003417162012776769
приготовления,12,0.0020502972076660614
соборования,1,0.00017085810063883846
суетня,1,0.00017085810063883846
тревога,7,0.001196006704471869
ожидания,20,0.003417162012776769
обыкновенные,5,0.0008542905031941922
вне,45,0.00768861452874773
воротами,2,0.0003417162012776769
скрываясь,3,0.0005125743019165154
подъезжающих,5,0.0008542905031941922
экипажей,5,0.0008542905031941922
гробовщики,1,0.00017085810063883846
богатого,5,0.0008542905031941922
заказа,2,0.0003417162012776769
похороны,2,0.0003417162012776769
главнокомандующий,50,0.008542905031941921
москвы,232,0.03963907934821052
присылал,1,0.00017085810063883846
адъютантов,26,0.004442310616609799
узнавать,5,0.0008542905031941922
приезжал,17,0.0029045877108602536
проститься,9,0.001537722905749546
знаменитым,5,0.0008542905031941922
екатерининским,2,0.0003417162012776769
вельможей,3,0.0005125743019165154
великолепная,1,0.00017085810063883846
приемная,2,0.0003417162012776769
полна,4,0.0006834324025553538
пробыв,2,0.0003417162012776769
наедине,8,0.0013668648051107077
больным,11,0.0018794391070272227
поклоны,5,0.0008542905031941922
устремленных,4,0.0006834324025553538
взглядов,7,0.001196006704471869
докторов,15,0.002562871509582576
духовных,2,0.0003417162012776769
родственников,2,0.0003417162012776769
похудевший,1,0.00017085810063883846
побледневший,1,0.00017085810063883846
дни,41,0.007005182126192376
матушка,22,0.0037588782140544454
главнокомандующего,93,0.015889803359411973
стул,14,0.002392013408943738
закинув,2,0.0003417162012776769
коленку,3,0.0005125743019165154
упирая,1,0.00017085810063883846
локоть,8,0.0013668648051107077
посидев,5,0.0008542905031941922
непривычно,3,0.0005125743019165154
поспешными,2,0.0003417162012776769
кругом,27,0.004613168717248638
длинный,14,0.002392013408943738
корридор,1,0.00017085810063883846
находившиеся,4,0.0006834324025553538
освещенной,7,0.001196006704471869
неровным,1,0.00017085810063883846
замолкали,2,0.0003417162012776769
полными,6,0.0010251486038330307
вопроса,40,0.006834324025553538
оглядывались,6,0.0010251486038330307
умирающего,8,0.0013668648051107077
издавала,2,0.0003417162012776769
слабый,9,0.001537722905749546
входил,17,0.0029045877108602536
предел,7,0.001196006704471869
человеческий,18,0.003075445811499092
старичок,25,0.004271452515970961
духовное,4,0.0006834324025553538
даме,6,0.0010251486038330307
подсевшей,1,0.00017085810063883846
слушавшей,2,0.0003417162012776769
положен,6,0.0010251486038330307
прейдеши,1,0.00017085810063883846
поздно,51,0.00871376313258076
соборовать,2,0.0003417162012776769
прибавляя,3,0.0005125743019165154
духовный,4,0.0006834324025553538
титул,6,0.0010251486038330307
таинство,5,0.0008542905031941922
отвечало,2,0.0003417162012776769
пролегало,1,0.00017085810063883846
прядей,1,0.00017085810063883846
зачесанных,1,0.00017085810063883846
полуседых,1,0.00017085810063883846
спрашивали,14,0.002392013408943738
моложавый,1,0.00017085810063883846
седьмой,3,0.0005125743019165154
десяток,3,0.0005125743019165154
семь,27,0.004613168717248638
соборовался,1,0.00017085810063883846
заплаканными,3,0.0005125743019165154
лоррена,3,0.0005125743019165154
грациозной,1,0.00017085810063883846
позе,21,0.003588020113415607
екатерины,10,0.0017085810063883844
погода,9,0.001537722905749546
похожа,7,0.001196006704471869
лекарство,7,0.001196006704471869
брегет,1,0.00017085810063883846
возьмите,11,0.0018794391070272227
отварной,2,0.0003417162012776769
воды,24,0.004100594415332123
положите,1,0.00017085810063883846
пальцами,26,0.004442310616609799
пило,3,0.0005125743019165154
слушай,16,0.0027337296102214153
адъютанту,14,0.002392013408943738
чтопи,1,0.00017085810063883846
шивъ,1,0.00017085810063883846
оставался,21,0.003588020113415607
окотник,1,0.00017085810063883846
найдутся,3,0.0005125743019165154
скрипнула,4,0.0006834324025553538
сделав,17,0.0029045877108602536
питье,2,0.0003417162012776769
показанное,1,0.00017085810063883846
лорреном,1,0.00017085810063883846
понесла,4,0.0006834324025553538
лоррену,2,0.0003417162012776769
дотянется,1,0.00017085810063883846
завтрашнего,4,0.0006834324025553538
отрицательно,7,0.001196006704471869
ночью,35,0.005980033522359346
позже,4,0.0006834324025553538
приличною,1,0.00017085810063883846
самодовольства,5,0.0008542905031941922
умеет,11,0.0018794391070272227
понимать,55,0.009397195535136115
выражать,12,0.0020502972076660614
отворил,9,0.001537722905749546
полутемно,2,0.0003417162012776769
лампадки,2,0.0003417162012776769
горели,10,0.0017085810063883844
образами,9,0.001537722905749546
куреньем,1,0.00017085810063883846
цветами,5,0.0008542905031941922
уставлена,1,0.00017085810063883846
мелкою,2,0.0003417162012776769
мебелью,5,0.0008542905031941922
шифоньерок,1,0.00017085810063883846
шкапчиков,1,0.00017085810063883846
столиков,1,0.00017085810063883846
ширм,2,0.0003417162012776769
покрывала,2,0.0003417162012776769
пуховой,2,0.0003417162012776769
кровати,33,0.0056383173210816685
собачка,1,0.00017085810063883846
залаяла,1,0.00017085810063883846
необыкновенно,19,0.00324630391213793
гладки,1,0.00017085810063883846
сделаны,12,0.0020502972076660614
куска,2,0.0003417162012776769
покрыты,2,0.0003417162012776769
лаком,2,0.0003417162012776769
случилось,67,0.011447492742802176
напугалась,1,0.00017085810063883846
катишь,11,0.0018794391070272227
устало,4,0.0006834324025553538
садясь,7,0.001196006704471869
щепотку,1,0.00017085810063883846
кремортартара,1,0.00017085810063883846
нагрела,1,0.00017085810063883846
садись,18,0.003075445811499092
неизменным,5,0.0008542905031941922
каменно,2,0.0003417162012776769
строгим,28,0.004784026817887476
готовясь,5,0.0008542905031941922
уснуть,1,0.00017085810063883846
относилось,7,0.001196006704471869
многому,1,0.00017085810063883846
такому,11,0.0018794391070272227
несообразно,3,0.0005125743019165154
сухою,3,0.0005125743019165154
прямою,2,0.0003417162012776769
бесстрастно,1,0.00017085810063883846
выпуклыми,2,0.0003417162012776769
серыми,4,0.0006834324025553538
образа,14,0.002392013408943738
объяснить,33,0.0056383173210816685
печали,13,0.0022211553083048997
скорый,1,0.00017085810063883846
отдых,7,0.001196006704471869
объяснил,21,0.003588020113415607
легче,16,0.0027337296102214153
щеки,16,0.0027337296102214153
начали,12,0.0020502972076660614
подергиваться,1,0.00017085810063883846
показывалось,3,0.0005125743019165154
нагло,2,0.0003417162012776769
худыми,4,0.0006834324025553538
коленях,11,0.0018794391070272227
собачку,2,0.0003417162012776769
прервет,1,0.00017085810063883846
вопросом,24,0.004100594415332123
катерина,5,0.0008542905031941922
семеновна,3,0.0005125743019165154
внутренней,8,0.0013668648051107077
борьбы,13,0.0022211553083048997
приступая,3,0.0005125743019165154
продолжению,1,0.00017085810063883846
тускло,1,0.00017085810063883846
неподвижно,37,0.006321749723637022
заморен,1,0.00017085810063883846
почтовая,2,0.0003417162012776769
лошадь,182,0.031096174316268595
мамонтовы,1,0.00017085810063883846
прямые,4,0.0006834324025553538
наследники,3,0.0005125743019165154
вещах,3,0.0005125743019165154
готовым,5,0.0008542905031941922
послал,35,0.005980033522359346
портрет,13,0.0022211553083048997
княжну,70,0.011960067044718692
перестаю,2,0.0003417162012776769
молить,1,0.00017085810063883846
помиловал,2,0.0003417162012776769
душе,127,0.021698978781132482
покинуть,4,0.0006834324025553538
нетерпеливо,7,0.001196006704471869
злобой,12,0.0020502972076660614
отодвинутый,2,0.0003417162012776769
прошлою,2,0.0003417162012776769
зимой,4,0.0006834324025553538
имение,12,0.0020502972076660614
помимо,6,0.0010251486038330307
прямых,2,0.0003417162012776769
наследников,2,0.0003417162012776769
отдавал,19,0.00324630391213793
завещаний,1,0.00017085810063883846
завещать,1,0.00017085810063883846
прижав,4,0.0006834324025553538
оживившись,2,0.0003417162012776769
начав,5,0.0008542905031941922
скорей,10,0.0017085810063883844
усыновить,1,0.00017085810063883846
заслугам,2,0.0003417162012776769
уважена,2,0.0003417162012776769
улыбаются,3,0.0005125743019165154
кем,44,0.007517756428108891
разговаривают,2,0.0003417162012776769
хватая,13,0.0022211553083048997
отослано,1,0.00017085810063883846
кончится,13,0.0022211553083048997
вздохнул,34,0.005809175421720507
разумел,3,0.0005125743019165154
вскроют,1,0.00017085810063883846
бумаги,38,0.00649260782427586
письмом,21,0.003588020113415607
передано,4,0.0006834324025553538
наверно,4,0.0006834324025553538
законный,2,0.0003417162012776769
получит,11,0.0018794391070272227
иронически,8,0.0013668648051107077
случиться,12,0.0020502972076660614
получите,4,0.0006834324025553538
написаны,4,0.0006834324025553538
уничтожены,4,0.0006834324025553538
забыты,3,0.0005125743019165154
недоставало,3,0.0005125743019165154
сардонически,1,0.00017085810063883846
вашему,25,0.004271452515970961
наследовать,1,0.00017085810063883846
полагая,17,0.0029045877108602536
окончательно,13,0.0022211553083048997
неосновательность,1,0.00017085810063883846
умна,10,0.0017085810063883844
признать,17,0.0029045877108602536
законным,4,0.0006834324025553538
утешения,15,0.002562871509582576
добродетельна,1,0.00017085810063883846
недействительно,1,0.00017085810063883846
совершенную,5,0.0008542905031941922
дуру,2,0.0003417162012776769
полагающие,2,0.0003417162012776769
остроумное,1,0.00017085810063883846
оскорбительное,1,0.00017085810063883846
пикироваться,1,0.00017085810063883846
родною,1,0.00017085810063883846
хорошею,1,0.00017085810063883846
истинною,5,0.0008542905031941922
твоих,10,0.0017085810063883844
интересах,1,0.00017085810063883846
десятый,3,0.0005125743019165154
пользу,20,0.003417162012776769
бумагах,1,0.00017085810063883846
голубушка,16,0.0027337296102214153
сестрами,1,0.00017085810063883846
наследница,1,0.00017085810063883846
веришь,7,0.001196006704471869
поверь,2,0.0003417162012776769
знающим,1,0.00017085810063883846
дмитрием,2,0.0003417162012776769
онуфриичем,1,0.00017085810063883846
адвокат,2,0.0003417162012776769
мыслях,6,0.0010251486038330307
побледнели,1,0.00017085810063883846
прорывался,1,0.00017085810063883846
раскатами,1,0.00017085810063883846
ожидала,14,0.002392013408943738
отсюда,12,0.0020502972076660614
вытекает,9,0.001537722905749546
сбросила,2,0.0003417162012776769
колен,5,0.0008542905031941922
благодарность,8,0.0013668648051107077
признательность,1,0.00017085810063883846
пожертвовали,2,0.0003417162012776769
низости,4,0.0006834324025553538
обмана,4,0.0006834324025553538
зависти,8,0.0013668648051107077
интриг,11,0.0018794391070272227
неблагодарности,3,0.0005125743019165154
черной,7,0.001196006704471869
ожидать,15,0.002562871509582576
подергиванием,1,0.00017085810063883846
щек,6,0.0010251486038330307
глупа,9,0.001537722905749546
верила,10,0.0017085810063883844
жертвовала,1,0.00017085810063883846
успевают,1,0.00017085810063883846
подлы,1,0.00017085810063883846
гадки,2,0.0003417162012776769
чьи,5,0.0008542905031941922
интриги,9,0.001537722905749546
разочаровавшегося,1,0.00017085810063883846
человеческом,4,0.0006834324025553538
забыто,11,0.0018794391070272227
исправить,3,0.0005125743019165154
облегчить,6,0.0010251486038330307
допустить,24,0.004100594415332123
несправедливости,4,0.0006834324025553538
умереть,28,0.004784026817887476
несчастными,2,0.0003417162012776769
подхватила,4,0.0006834324025553538
порываясь,4,0.0006834324025553538
пустил,16,0.0027337296102214153
ценить,5,0.0008542905031941922
помнить,9,0.001537722905749546
награды,17,0.0029045877108602536
чести,18,0.003075445811499092
справедливости,10,0.0017085810063883844
злою,2,0.0003417162012776769
успокойся,3,0.0005125743019165154
злое,4,0.0006834324025553538
ценю,4,0.0006834324025553538
твою,11,0.0018794391070272227
дружбу,9,0.001537722905749546
сутки,6,0.0010251486038330307
расскажи,5,0.0008542905031941922
завещании,2,0.0003417162012776769
возьмем,6,0.0010251486038330307
покажем,2,0.0003417162012776769
уничтожить,5,0.0008542905031941922
свято,1,0.00017085810063883846
исполнить,32,0.005467459220442831
волю,27,0.004613168717248638
мерзкую,2,0.0003417162012776769
гадкую,3,0.0005125743019165154
втерлась,1,0.00017085810063883846
скверности,1,0.00017085810063883846
повторить,7,0.001196006704471869
недели,35,0.005980033522359346
бумагу,24,0.004100594415332123
мозаиковом,1,0.00017085810063883846
портфеле,1,0.00017085810063883846
подушкой,3,0.0005125743019165154
ненависть,10,0.0017085810063883844
мерзавке,1,0.00017085810063883846
прокричала,7,0.001196006704471869
изменившись,1,0.00017085810063883846
втирается,1,0.00017085810063883846
выскажу,1,0.00017085810063883846
придет,12,0.0020502972076660614
происходили,5,0.0008542905031941922
приемной,21,0.003588020113415607
княжниной,1,0.00017085810063883846
послано,7,0.001196006704471869
въезжала,1,0.00017085810063883846
колеса,14,0.002392013408943738
мягко,5,0.0008542905031941922
зазвучали,5,0.0008542905031941922
соломе,4,0.0006834324025553538
настланной,1,0.00017085810063883846
окнами,4,0.0006834324025553538
обратившись,5,0.0008542905031941922
спутнику,1,0.00017085810063883846
утешительными,1,0.00017085810063883846
толком,1,0.00017085810063883846
терять,4,0.0006834324025553538
спит,15,0.002562871509582576
углу,34,0.005809175421720507
разбудила,3,0.0005125743019165154
свидании,11,0.0018794391070272227
умирающим,2,0.0003417162012776769
ожидало,4,0.0006834324025553538
подъехали,17,0.0029045877108602536
парадному,1,0.00017085810063883846
заднему,5,0.0008542905031941922
подъезду,3,0.0005125743019165154
сходил,2,0.0003417162012776769
подножки,3,0.0005125743019165154
мещанской,2,0.0003417162012776769
одежде,4,0.0006834324025553538
отбежали,1,0.00017085810063883846
тень,9,0.001537722905749546
приостановившись,1,0.00017085810063883846
разглядел,1,0.00017085810063883846
кучер,24,0.004100594415332123
обратили,6,0.0010251486038330307
решил,43,0.007346898327470054
узкой,9,0.001537722905749546
каменной,1,0.00017085810063883846
подзывая,1,0.00017085810063883846
отстававшего,1,0.00017085810063883846
понимал,88,0.015035512856217782
задней,4,0.0006834324025553538
судя,21,0.003588020113415607
уверенности,7,0.001196006704471869
половине,17,0.0029045877108602536
сбили,1,0.00017085810063883846
ведрами,1,0.00017085810063883846
сапогами,5,0.0008542905031941922
сбегали,1,0.00017085810063883846
навстречу,53,0.009055479333858437
прижались,2,0.0003417162012776769
показали,9,0.001537722905749546
удивления,9,0.001537722905749546
смелым,5,0.0008542905031941922
площадку,2,0.0003417162012776769
поровняться,1,0.00017085810063883846
страдаю,4,0.0006834324025553538
мужчиной,10,0.0017085810063883844
вздохнула,19,0.00324630391213793
покорно,19,0.00324630391213793
последовал,2,0.0003417162012776769
отворявшею,1,0.00017085810063883846
заднего,7,0.001196006704471869
хода,16,0.0027337296102214153
слуга,21,0.003588020113415607
вязал,2,0.0003417162012776769
чулок,6,0.0010251486038330307
покоев,3,0.0005125743019165154
обгонявшей,1,0.00017085810063883846
графином,2,0.0003417162012776769
подносе,2,0.0003417162012776769
девушки,25,0.004271452515970961
назвав,6,0.0010251486038330307
милою,3,0.0005125743019165154
голубушкой,1,0.00017085810063883846
повлекла,2,0.0003417162012776769
дальше,129,0.02204069498241016
каменному,2,0.0003417162012776769
коридора,14,0.002392013408943738
жилые,1,0.00017085810063883846
второпях,3,0.0005125743019165154
затворила,3,0.0005125743019165154
заглянули,2,0.0003417162012776769
разговаривая,26,0.004442310616609799
васильем,4,0.0006834324025553538
проходящих,3,0.0005125743019165154
нетерпеливое,2,0.0003417162012776769
откинулся,1,0.00017085810063883846
изо,8,0.0013668648051107077
хлопнула,1,0.00017085810063883846
дверью,22,0.0037588782140544454
затворяя,3,0.0005125743019165154
всегдашнее,2,0.0003417162012776769
спокойствие,18,0.003075445811499092
выразившийся,2,0.0003417162012776769
несвойствен,1,0.00017085810063883846
важности,8,0.0013668648051107077
остановившись,12,0.0020502972076660614
руководительницу,3,0.0005125743019165154
выразила,2,0.0003417162012776769
значило,21,0.003588020113415607
коридором,1,0.00017085810063883846
полуосвещенную,1,0.00017085810063883846
примыкавшую,1,0.00017085810063883846
холодных,4,0.0006834324025553538
забудьте,7,0.001196006704471869
неправы,4,0.0006834324025553538
полюбила,13,0.0022211553083048997
доверьтесь,2,0.0003417162012776769
забуду,7,0.001196006704471869
ваших,21,0.003588020113415607
интересов,13,0.0022211553083048997
мужчиною,1,0.00017085810063883846
блюсти,6,0.0010251486038330307
вашими,7,0.001196006704471869
интересами,12,0.0020502972076660614
роскошных,2,0.0003417162012776769
парадного,1,0.00017085810063883846
крыльца,26,0.004442310616609799
посередине,1,0.00017085810063883846
пустая,1,0.00017085810063883846
ванна,1,0.00017085810063883846
пролита,1,0.00017085810063883846
вода,14,0.002392013408943738
причетник,1,0.00017085810063883846
кадилом,1,0.00017085810063883846
приемную,19,0.00324630391213793
итальянскими,1,0.00017085810063883846
зимний,3,0.0005125743019165154
сад,16,0.0027337296102214153
бюстом,1,0.00017085810063883846
рост,3,0.0005125743019165154
положениях,2,0.0003417162012776769
перешептываясь,1,0.00017085810063883846
смолкнув,1,0.00017085810063883846
вошедшую,2,0.0003417162012776769
бледным,17,0.0029045877108602536
следовал,3,0.0005125743019165154
выразилось,9,0.001537722905749546
решительная,4,0.0006834324025553538
наступила,9,0.001537722905749546
отпуская,6,0.0010251486038330307
смелее,3,0.0005125743019165154
чувствовала,85,0.014522938554301267
умирающий,3,0.0005125743019165154
прием,24,0.004100594415332123
обеспечен,1,0.00017085810063883846
быстрым,19,0.00324630391213793
графова,1,0.00017085810063883846
духовника,1,0.00017085810063883846
согнувшись,7,0.001196006704471869
подплыла,1,0.00017085810063883846
духовнику,2,0.0003417162012776769
благословение,1,0.00017085810063883846
духовного,8,0.0013668648051107077
духовному,1,0.00017085810063883846
родные,6,0.0010251486038330307
тише,9,0.001537722905749546
ужасная,6,0.0010251486038330307
проговорив,2,0.0003417162012776769
доктору,6,0.0010251486038330307
возвел,1,0.00017085810063883846
возвела,1,0.00017085810063883846
отошла,11,0.0018794391070272227
указав,2,0.0003417162012776769
диванчик,1,0.00017085810063883846
подождать,22,0.0037588782140544454
неслышно,4,0.0006834324025553538
направилась,4,0.0006834324025553538
слышным,5,0.0008542905031941922
звуком,7,0.001196006704471869
скрылась,6,0.0010251486038330307
милосердию,1,0.00017085810063883846
решившись,2,0.0003417162012776769
повиноваться,8,0.0013668648051107077
руководительнице,1,0.00017085810063883846
направился,24,0.004100594415332123
диванчику,1,0.00017085810063883846
указала,8,0.0013668648051107077
любопытством,18,0.003075445811499092
устремились,2,0.0003417162012776769
перешептывались,2,0.0003417162012776769
страхом,18,0.003075445811499092
подобострастием,1,0.00017085810063883846
оказывали,4,0.0006834324025553538
какого,58,0.00990976983705263
неизвестная,5,0.0008542905031941922
духовными,2,0.0003417162012776769
места,87,0.014864654755578945
предложила,9,0.001537722905749546
поднял,55,0.009397195535136115
уроненную,1,0.00017085810063883846
перчатку,10,0.0017085810063883844
замолкли,14,0.002392013408943738
проходил,11,0.0018794391070272227
посторонились,1,0.00017085810063883846
стеснять,3,0.0005125743019165154
обойти,14,0.002392013408943738
нынешнюю,2,0.0003417162012776769
обязано,1,0.00017085810063883846
совершить,9,0.001537722905749546
страшный,27,0.004613168717248638
ожидаемый,3,0.0005125743019165154
услуги,7,0.001196006704471869
адъютанта,61,0.010422344138969145
выставленные,1,0.00017085810063883846
колени,14,0.002392013408943738
наивной,2,0.0003417162012776769
египетской,2,0.0003417162012776769
статуи,3,0.0005125743019165154
потеряться,2,0.0003417162012776769
наделать,1,0.00017085810063883846
глупостей,7,0.001196006704471869
действовать,28,0.004784026817887476
соображениям,10,0.0017085810063883844
предоставить,1,0.00017085810063883846
руководили,3,0.0005125743019165154
кафтане,12,0.0020502972076660614
тремя,8,0.0013668648051107077
звездами,8,0.0013668648051107077
величественно,6,0.0010251486038330307
неся,8,0.0013668648051107077
похудевшим,1,0.00017085810063883846
держится,3,0.0005125743019165154
почел,1,0.00017085810063883846
замялся,4,0.0006834324025553538
назвать,8,0.0013668648051107077
унывать,6,0.0010251486038330307
велел,80,0.013668648051107075
позвать,8,0.0013668648051107077
состоянии,69,0.011789208944079851
неясности,5,0.0008542905031941922
представился,11,0.0018794391070272227
сообразил,2,0.0003417162012776769
ударом,7,0.001196006704471869
называется,11,0.0018794391070272227
болезнь,34,0.005809175421720507
подпрыгивал,1,0.00017085810063883846
прошли,31,0.005296601119803992
духовные,4,0.0006834324025553538
причетники,1,0.00017085810063883846
прислуга,8,0.0013668648051107077
этою,49,0.008372046931303084
послышалось,14,0.002392013408943738
передвиженье,1,0.00017085810063883846
долга,5,0.0008542905031941922
выбежала,19,0.00324630391213793
дотронувшись,5,0.0008542905031941922
ступая,9,0.001537722905749546
мягкому,1,0.00017085810063883846
незнакомая,1,0.00017085810063883846
прислуги,4,0.0006834324025553538
разрешения,9,0.001537722905749546
входить,6,0.0010251486038330307
разделенную,1,0.00017085810063883846
колоннами,4,0.0006834324025553538
аркой,1,0.00017085810063883846
обитую,1,0.00017085810063883846
персидскими,2,0.0003417162012776769
коврами,3,0.0005125743019165154
красного,15,0.002562871509582576
дерева,5,0.0008542905031941922
кровать,17,0.0029045877108602536
шелковыми,2,0.0003417162012776769
занавесами,2,0.0003417162012776769
киот,1,0.00017085810063883846
красно,9,0.001537722905749546
ярко,28,0.004784026817887476
освещена,3,0.0005125743019165154
бывают,23,0.003929736314693284
церкви,31,0.005296601119803992
службы,42,0.007176040226831214
освещенными,1,0.00017085810063883846
ризами,2,0.0003417162012776769
киота,1,0.00017085810063883846
длинное,1,0.00017085810063883846
